update algorithm,max distance,Trial Number, Time Step,  Total Num Clusters,  truely Num Clusters, Mean Cluster Size,  truely Mean cluster size, Cluster Size Std.Dev,  Unclustered boids, Mean Correct Belief (All) ,Correct Red Number,Correct Green Number,Correct Blue Number,Mean Correct Belief (All Red),  Mean Correct Belief (All Green),  Mean Correct Belief (All Blue)
m12,100,2,260,10,8,15,18.375,522.6667,3,0.85333335,31,63,34,0.7948718,0.9402985,0.77272725
m12,100,2,270,11,8,13.636364,18.125,470.85455,5,0.85333335,31,63,34,0.7948718,0.9402985,0.77272725
m12,100,2,280,9,7,16.666666,20.857143,595.25006,4,0.85333335,31,63,34,0.7948718,0.9402985,0.77272725
m12,100,2,290,9,7,16.666666,21,607.75006,3,0.85333335,31,63,34,0.7948718,0.9402985,0.77272725
m12,100,2,300,9,7,16.666666,21,596.25006,3,0.8466667,31,63,33,0.7948718,0.9402985,0.75
m12,100,2,310,6,5,25,29.8,838,1,0.85333335,31,64,33,0.7948718,0.95522386,0.75
m12,100,2,320,8,6,18.75,24.666666,624.5,2,0.85333335,31,64,33,0.7948718,0.95522386,0.75
m12,100,2,330,7,6,21.428572,24.666666,622.6191,2,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,340,8,6,18.75,24.333334,529.0714,4,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,350,7,6,21.428572,24.833334,549.28564,1,0.85333335,30,64,34,0.7692308,0.95522386,0.77272725
m12,100,2,360,7,6,21.428572,24.833334,824.9524,1,0.85333335,30,64,34,0.7692308,0.95522386,0.77272725
m12,100,2,370,6,6,25,25,834.4,0,0.85333335,30,64,34,0.7692308,0.95522386,0.77272725
m12,100,2,380,6,6,25,25,838.4,0,0.85333335,30,64,34,0.7692308,0.95522386,0.77272725
m12,100,2,390,4,4,37.5,37.5,2702.3333,0,0.85333335,30,64,34,0.7692308,0.95522386,0.77272725
m12,100,2,400,5,5,30,30,482.5,0,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,410,4,4,37.5,37.5,855,0,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,420,5,5,30,30,555.5,0,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,430,6,6,25,25,583.6,0,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,440,4,4,37.5,37.5,1017.6667,0,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,450,4,4,37.5,37.5,1251.6666,0,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,460,3,3,50,50,1699,0,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,470,3,3,50,50,1713,0,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,480,4,2,37.5,73.5,1765.6666,3,0.86,31,64,34,0.7948718,0.95522386,0.77272725
m12,100,2,490,4,1,37.5,146,5232.3335,4,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,500,7,3,21.428572,48,1148.2856,6,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,510,7,4,21.428572,36.5,1128.619,4,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,520,6,3,25,48.666668,1342,4,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,530,7,4,21.428572,36.5,1000.2857,4,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,540,4,3,37.5,49.666668,1735,1,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,550,3,3,50,50,1668,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,560,2,2,75,75,10082,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,570,3,3,50,50,6211,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,580,4,4,37.5,37.5,1540.3334,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,590,5,5,30,30,1697.5,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,600,5,5,30,30,1640,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,610,5,5,30,30,714.5,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,620,4,4,37.5,37.5,2701.6667,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,630,3,2,50,74.5,6493,1,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,640,5,4,30,37.25,866.5,1,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,650,3,3,50,50,4309,0,0.8666667,31,64,35,0.7948718,0.95522386,0.79545456
m12,100,2,660,4,4,37.5,37.5,2055,0,0.87333333,31,65,35,0.7948718,0.9701493,0.79545456
m12,100,2,670,3,3,50,50,2821,0,0.87333333,31,65,35,0.7948718,0.9701493,0.79545456
m12,100,2,680,6,4,25,37,618,2,0.87333333,31,65,35,0.7948718,0.9701493,0.79545456
m12,100,2,690,3,2,50,74.5,1957,1,0.87333333,31,65,35,0.7948718,0.9701493,0.79545456
m12,100,2,700,4,3,37.5,49.666668,1288.3334,1,0.87333333,31,65,35,0.7948718,0.9701493,0.79545456
m12,100,2,710,6,5,25,29.8,392.4,1,0.88,32,65,35,0.82051283,0.9701493,0.79545456
m12,100,2,720,7,6,21.428572,24.833334,363.619,1,0.88,32,65,35,0.82051283,0.9701493,0.79545456
m12,100,2,730,7,6,21.428572,24.833334,369.61902,1,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,740,5,5,30,30,869.5,0,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,750,3,3,50,50,3577,0,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,760,3,3,50,50,3568,0,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,770,3,3,50,50,3661,0,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,780,5,5,30,30,787,0,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,790,3,3,50,50,3796,0,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,800,3,3,50,50,6348,0,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,810,6,3,25,48.666668,1833.2,4,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,820,3,1,50,148,7203,2,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,830,4,4,37.5,37.5,2157.6667,0,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,840,5,4,30,37.25,1757,1,0.8666667,32,65,33,0.82051283,0.9701493,0.75
m12,100,2,850,6,4,25,36.75,1524.4,3,0.87333333,32,65,34,0.82051283,0.9701493,0.77272725
m12,100,2,860,7,6,21.428572,24.833334,1302.2858,1,0.8666667,32,65,33,0.82051283,0.9701493,0.75
m12,100,2,870,7,7,21.428572,21.428572,1160.2856,0,0.8666667,32,65,33,0.82051283,0.9701493,0.75
m12,100,2,880,5,5,30,30,1646.5,0,0.8666667,32,64,34,0.82051283,0.95522386,0.77272725
m12,100,2,890,4,4,37.5,37.5,3735,0,0.86,32,64,33,0.82051283,0.95522386,0.75
m12,100,2,900,4,3,37.5,49.666668,4405.6665,1,0.86,32,64,33,0.82051283,0.95522386,0.75
m12,100,2,910,3,3,50,50,4368,0,0.86,32,64,33,0.82051283,0.95522386,0.75
m12,100,2,920,4,4,37.5,37.5,2425.6667,0,0.85333335,32,64,32,0.82051283,0.95522386,0.72727275
m12,100,2,930,3,3,50,50,4816,0,0.85333335,32,64,32,0.82051283,0.95522386,0.72727275
m12,100,2,940,4,3,37.5,49.666668,4161.6665,1,0.8466667,32,64,31,0.82051283,0.95522386,0.70454544
m12,100,2,950,3,1,50,148,7203,2,0.8466667,32,64,31,0.82051283,0.95522386,0.70454544
m12,100,2,960,3,3,50,50,5293,0,0.8466667,32,64,31,0.82051283,0.95522386,0.70454544
m12,100,2,970,4,2,37.5,73.5,4501.6665,3,0.8466667,32,64,31,0.82051283,0.95522386,0.70454544
m12,100,2,980,4,2,37.5,73.5,4168.3335,3,0.8466667,32,64,31,0.82051283,0.95522386,0.70454544
m12,100,2,990,5,3,30,49.333332,2851,2,0.8466667,32,64,31,0.82051283,0.95522386,0.70454544
m12,100,2,1000,4,3,37.5,49.333332,4407,2,0.8466667,32,64,31,0.82051283,0.95522386,0.70454544
m12,100,3,10,1,1,150,150,NaN,0,0.8,40,42,38,0.78431374,0.85714287,0.76
m12,100,3,20,1,1,150,150,NaN,0,0.8,41,41,38,0.8039216,0.8367347,0.76
m12,100,3,30,1,1,150,150,NaN,0,0.81333333,42,41,39,0.8235294,0.8367347,0.78
m12,100,3,40,1,1,150,150,NaN,0,0.82666665,42,42,40,0.8235294,0.85714287,0.8
m12,100,3,50,1,1,150,150,NaN,0,0.82666665,42,42,40,0.8235294,0.85714287,0.8
m12,100,3,60,1,1,150,150,NaN,0,0.81333333,40,43,39,0.78431374,0.877551,0.78
m12,100,3,70,2,2,75,75,10368,0,0.8333333,41,43,41,0.8039216,0.877551,0.82
m12,100,3,80,2,2,75,75,10082,0,0.81333333,40,42,40,0.78431374,0.85714287,0.8
m12,100,3,90,1,1,150,150,NaN,0,0.81333333,40,42,40,0.78431374,0.85714287,0.8
m12,100,3,100,2,1,75,149,10952,1,0.81333333,40,42,40,0.78431374,0.85714287,0.8
m12,100,3,110,2,1,75,149,10952,1,0.8066667,40,41,40,0.78431374,0.8367347,0.8
m12,100,3,120,1,1,150,150,NaN,0,0.81333333,39,42,41,0.7647059,0.85714287,0.82
m12,100,3,130,1,1,150,150,NaN,0,0.81333333,39,42,41,0.7647059,0.85714287,0.82
m12,100,3,140,2,2,75,75,8712,0,0.81333333,39,42,41,0.7647059,0.85714287,0.82
m12,100,3,150,4,4,37.5,37.5,819,0,0.82666665,39,44,41,0.7647059,0.8979592,0.82
m12,100,3,160,2,2,75,75,8712,0,0.8333333,40,44,41,0.78431374,0.8979592,0.82
m12,100,3,170,2,2,75,75,2450,0,0.8333333,40,44,41,0.78431374,0.8979592,0.82
m12,100,3,180,3,2,50,74.5,6223,1,0.85333335,41,45,42,0.8039216,0.9183673,0.84
m12,100,3,190,3,2,50,74.5,6223,1,0.8666667,42,44,44,0.8235294,0.8979592,0.88
m12,100,3,200,3,2,50,74.5,6223,1,0.86,42,44,43,0.8235294,0.8979592,0.86
m12,100,3,210,2,1,75,149,10952,1,0.8666667,42,44,44,0.8235294,0.8979592,0.88
m12,100,3,220,5,3,30,49.333332,1543.5,2,0.86,42,44,43,0.8235294,0.8979592,0.86
m12,100,3,230,6,3,25,49,1646.8,3,0.86,42,44,43,0.8235294,0.8979592,0.86
m12,100,3,240,5,2,30,73,3921.5,4,0.8666667,43,44,43,0.84313726,0.8979592,0.86
m12,100,3,250,4,2,37.5,73.5,4948.3335,3,0.87333333,43,44,44,0.84313726,0.8979592,0.88
m12,100,3,260,5,3,30,49.333332,1558,2,0.87333333,43,44,44,0.84313726,0.8979592,0.88
m12,100,3,270,5,2,30,73.5,3855,3,0.87333333,43,44,44,0.84313726,0.8979592,0.88
m12,100,3,280,3,2,50,74,6352,2,0.88,44,44,44,0.8627451,0.8979592,0.88
m12,100,3,290,4,4,37.5,37.5,969.6667,0,0.88,44,44,44,0.8627451,0.8979592,0.88
m12,100,3,300,4,4,37.5,37.5,884.3333,0,0.88,44,44,44,0.8627451,0.8979592,0.88
m12,100,3,310,3,2,50,74,1792,2,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,320,3,3,50,50,1539,0,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,330,1,1,150,150,NaN,0,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,340,3,2,50,74.5,6771,1,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,350,4,3,37.5,49.666668,1723,1,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,360,3,2,50,74.5,6771,1,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,370,2,2,75,75,450,0,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,380,2,2,75,75,10368,0,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,390,4,3,37.5,49.666668,1873.6666,1,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,400,5,4,30,37.25,3647,1,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,410,6,5,25,29.8,1485.2,1,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,420,6,4,25,37,1587.6,2,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,430,3,2,50,74.5,6631,1,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,440,5,4,30,37,1677.5,2,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,450,6,4,25,37,1566.8,2,0.87333333,44,43,44,0.8627451,0.877551,0.88
m12,100,3,460,3,2,50,74.5,6771,1,0.87333333,44,44,43,0.8627451,0.8979592,0.86
m12,100,3,470,4,3,37.5,49.666668,4411.6665,1,0.87333333,44,44,43,0.8627451,0.8979592,0.86
m12,100,3,480,2,1,75,149,10952,1,0.87333333,44,44,43,0.8627451,0.8979592,0.86
m12,100,3,490,4,2,37.5,74,3579,2,0.87333333,44,44,43,0.8627451,0.8979592,0.86
m12,100,3,500,4,2,37.5,74,3720.3333,2,0.88,44,44,44,0.8627451,0.8979592,0.88
m12,100,3,510,3,1,50,148,7203,2,0.88666666,45,44,44,0.88235295,0.8979592,0.88
m12,100,3,520,8,4,18.75,36.5,1205.0714,4,0.88666666,45,44,44,0.88235295,0.8979592,0.88
m12,100,3,530,7,3,21.428572,48.666668,1959.2853,4,0.88666666,45,44,44,0.88235295,0.8979592,0.88
m12,100,3,540,4,2,37.5,74,4097,2,0.88666666,45,44,44,0.88235295,0.8979592,0.88
m12,100,3,550,4,2,37.5,74,4097,2,0.88666666,45,44,44,0.88235295,0.8979592,0.88
m12,100,3,560,4,2,37.5,74,4097,2,0.88666666,45,44,44,0.88235295,0.8979592,0.88
m12,100,3,570,4,3,37.5,49.666668,3435.6667,1,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,580,4,3,37.5,49.666668,3435.6667,1,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,590,5,3,30,49,2851,3,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,600,3,3,50,50,4701,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,610,3,3,50,50,4701,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,620,3,3,50,50,4951,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,630,5,4,30,37.25,1118.5,1,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,640,6,5,25,29.8,724.8,1,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,650,8,5,18.75,29,625.6429,5,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,660,4,2,37.5,73.5,3565.6667,3,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,670,4,2,37.5,74,3579,2,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,680,3,3,50,50,4503,0,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,690,3,3,50,50,4087,0,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,700,5,4,30,37,2132.5,2,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,710,2,2,75,75,4608,0,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,720,3,2,50,74.5,6091,1,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,730,4,2,37.5,74,4769,2,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,740,5,3,30,49,2179,3,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,750,4,3,37.5,49.666668,2527,1,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,760,3,2,50,74.5,5833,1,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,770,3,2,50,74.5,5833,1,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,780,2,2,75,75,7688,0,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,790,2,2,75,75,7688,0,0.88666666,44,44,45,0.8627451,0.8979592,0.9
m12,100,3,800,2,2,75,75,7442,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,810,3,3,50,50,4453,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,820,2,2,75,75,7200,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,830,2,2,75,75,8978,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,840,2,2,75,75,8712,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,850,3,3,50,50,5167,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,860,5,3,30,49.333332,3026,2,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,870,5,3,30,49.333332,3026,2,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,880,4,3,37.5,49.666668,3525.6667,1,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,890,2,2,75,75,9522,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,900,4,4,37.5,37.5,3521.6667,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,910,3,3,50,50,1999,0,0.8933333,45,44,45,0.88235295,0.8979592,0.9
m12,100,3,920,2,2,75,75,10368,0,0.88666666,45,43,45,0.88235295,0.877551,0.9
m12,100,3,930,4,3,37.5,49.333332,4853.6665,2,0.88,44,43,45,0.8627451,0.877551,0.9
m12,100,3,940,7,5,21.428572,29.4,1313.9523,3,0.88,44,43,45,0.8627451,0.877551,0.9
m12,100,3,950,5,3,30,49.333332,3332,2,0.88,44,43,45,0.8627451,0.877551,0.9
m12,100,3,960,3,1,50,147,7057,3,0.88,44,43,45,0.8627451,0.877551,0.9
m12,100,3,970,2,1,75,149,10952,1,0.88,44,43,45,0.8627451,0.877551,0.9
m12,100,3,980,3,1,50,148,7203,2,0.88,44,43,45,0.8627451,0.877551,0.9
m12,100,3,990,5,2,30,73,1905.5,4,0.8933333,44,45,45,0.8627451,0.9183673,0.9
m12,100,3,1000,6,3,25,48.666668,2860.4,4,0.8933333,44,45,45,0.8627451,0.9183673,0.9
m12,100,4,10,1,1,150,150,NaN,0,0.78,45,25,47,0.8035714,0.65789473,0.83928573
m12,100,4,20,2,1,75,149,10952,1,0.76666665,44,24,47,0.78571427,0.6315789,0.83928573
m12,100,4,30,1,1,150,150,NaN,0,0.78,44,24,49,0.78571427,0.6315789,0.875
m12,100,4,40,1,1,150,150,NaN,0,0.78,44,24,49,0.78571427,0.6315789,0.875
m12,100,4,50,2,2,75,75,10368,0,0.7733333,44,24,48,0.78571427,0.6315789,0.85714287
m12,100,4,60,2,2,75,75,10368,0,0.76666665,44,24,47,0.78571427,0.6315789,0.83928573
m12,100,4,70,2,1,75,148,10658,2,0.7733333,45,24,47,0.8035714,0.6315789,0.83928573
m12,100,4,80,2,1,75,149,10952,1,0.78,46,24,47,0.8214286,0.6315789,0.83928573
m12,100,4,90,1,1,150,150,NaN,0,0.78,46,24,47,0.8214286,0.6315789,0.83928573
m12,100,4,100,1,1,150,150,NaN,0,0.78,46,24,47,0.8214286,0.6315789,0.83928573
m12,100,4,110,4,2,37.5,74,5043,2,0.8,47,26,47,0.83928573,0.68421054,0.83928573
m12,100,4,120,5,3,30,49.333332,3783.5,2,0.8,47,26,47,0.83928573,0.68421054,0.83928573
m12,100,4,130,5,3,30,49,1736.5,3,0.8,47,26,47,0.83928573,0.68421054,0.83928573
m12,100,4,140,5,3,30,49,1761.5,3,0.8066667,47,26,48,0.83928573,0.68421054,0.85714287
m12,100,4,150,5,2,30,73.5,4062,3,0.8066667,46,27,48,0.8214286,0.7105263,0.85714287
m12,100,4,160,4,1,37.5,147,5329,3,0.8066667,46,27,48,0.8214286,0.7105263,0.85714287
m12,100,4,170,3,1,50,148,7203,2,0.8066667,46,27,48,0.8214286,0.7105263,0.85714287
m12,100,4,180,5,2,30,73.5,3923,3,0.8066667,45,28,48,0.8035714,0.7368421,0.85714287
m12,100,4,190,6,2,25,73,3286.8,4,0.82,45,29,49,0.8035714,0.7631579,0.875
m12,100,4,200,5,2,30,73.5,3992,3,0.82,46,28,49,0.8214286,0.7368421,0.875
m12,100,4,210,5,2,30,73.5,4062,3,0.82,46,28,49,0.8214286,0.7368421,0.875
m12,100,4,220,5,1,30,146,4205,4,0.82666665,46,28,50,0.8214286,0.7368421,0.89285713
m12,100,4,230,3,1,50,148,7203,2,0.82666665,46,28,50,0.8214286,0.7368421,0.89285713
m12,100,4,240,3,1,50,148,7203,2,0.82666665,46,28,50,0.8214286,0.7368421,0.89285713
m12,100,4,250,2,1,75,149,10952,1,0.82666665,46,28,50,0.8214286,0.7368421,0.89285713
m12,100,4,260,4,3,37.5,49.666668,2273,1,0.82666665,46,28,50,0.8214286,0.7368421,0.89285713
m12,100,4,270,5,4,30,37.25,1812.5,1,0.82666665,46,28,50,0.8214286,0.7368421,0.89285713
m12,100,4,280,5,4,30,37.25,1851,1,0.82666665,46,28,50,0.8214286,0.7368421,0.89285713
m12,100,4,290,6,5,25,29.8,955.2,1,0.82666665,46,28,50,0.8214286,0.7368421,0.89285713
m12,100,4,300,5,4,30,37.25,2098,1,0.82666665,47,28,49,0.83928573,0.7368421,0.875
m12,100,4,310,5,4,30,37.25,1091,1,0.82666665,47,28,49,0.83928573,0.7368421,0.875
m12,100,4,320,5,4,30,37.25,1663,1,0.82,47,27,49,0.83928573,0.7105263,0.875
m12,100,4,330,3,2,50,74.5,2307,1,0.8333333,49,27,49,0.875,0.7105263,0.875
m12,100,4,340,5,4,30,37.25,845,1,0.8333333,49,27,49,0.875,0.7105263,0.875
m12,100,4,350,6,4,25,37,497.2,2,0.8333333,49,27,49,0.875,0.7105263,0.875
m12,100,4,360,4,3,37.5,49.666668,1723,1,0.84,49,28,49,0.875,0.7368421,0.875
m12,100,4,370,6,5,25,29.8,1179.2,1,0.84,49,28,49,0.875,0.7368421,0.875
m12,100,4,380,5,3,30,49,755,3,0.84,49,28,49,0.875,0.7368421,0.875
m12,100,4,390,3,2,50,74.5,1873,1,0.84,49,28,49,0.875,0.7368421,0.875
m12,100,4,400,6,5,25,29.8,561.2,1,0.84,49,28,49,0.875,0.7368421,0.875
m12,100,4,410,5,4,30,37.25,1396,1,0.84,49,28,49,0.875,0.7368421,0.875
m12,100,4,420,3,3,50,50,1747,0,0.84,49,28,49,0.875,0.7368421,0.875
m12,100,4,430,5,5,30,30,1218.5,0,0.8333333,49,28,48,0.875,0.7368421,0.85714287
m12,100,4,440,4,4,37.5,37.5,1527,0,0.8333333,49,28,48,0.875,0.7368421,0.85714287
m12,100,4,450,5,4,30,37.25,1383.5,1,0.82666665,49,28,47,0.875,0.7368421,0.83928573
m12,100,4,460,5,4,30,37.25,1464.5,1,0.82666665,49,28,47,0.875,0.7368421,0.83928573
m12,100,4,470,3,3,50,50,1839,0,0.82666665,49,28,47,0.875,0.7368421,0.83928573
m12,100,4,480,4,3,37.5,49.666668,1793.6666,1,0.82666665,49,28,47,0.875,0.7368421,0.83928573
m12,100,4,490,3,3,50,50,1839,0,0.82666665,49,28,47,0.875,0.7368421,0.83928573
m12,100,4,500,4,3,37.5,49.666668,1811.6666,1,0.82666665,49,28,47,0.875,0.7368421,0.83928573
m12,100,4,510,4,3,37.5,49.333332,1773.6666,2,0.8333333,49,28,48,0.875,0.7368421,0.85714287
m12,100,4,520,2,2,75,75,648,0,0.8333333,49,28,48,0.875,0.7368421,0.85714287
m12,100,4,530,2,2,75,75,722,0,0.8333333,49,28,48,0.875,0.7368421,0.85714287
m12,100,4,540,2,2,75,75,722,0,0.8333333,49,28,48,0.875,0.7368421,0.85714287
m12,100,4,550,1,1,150,150,NaN,0,0.8333333,49,28,48,0.875,0.7368421,0.85714287
m12,100,4,560,5,3,30,49,1261,3,0.8466667,49,30,48,0.875,0.7894737,0.85714287
m12,100,4,570,3,3,50,50,4683,0,0.8466667,49,30,48,0.875,0.7894737,0.85714287
m12,100,4,580,6,5,25,29.8,2554,1,0.84,49,29,48,0.875,0.7631579,0.85714287
m12,100,4,590,5,4,30,37.25,3135,1,0.84,49,29,48,0.875,0.7631579,0.85714287
m12,100,4,600,7,4,21.428572,36.25,2214.2856,5,0.8333333,49,29,47,0.875,0.7631579,0.83928573
m12,100,4,610,6,3,25,49,1519.6,3,0.8333333,49,29,47,0.875,0.7631579,0.83928573
m12,100,4,620,5,3,30,49.333332,1737,2,0.8333333,49,29,47,0.875,0.7631579,0.83928573
m12,100,4,630,9,7,16.666666,21.142857,484.75,2,0.82666665,49,29,46,0.875,0.7631579,0.8214286
m12,100,4,640,9,6,16.666666,24.5,492.75,3,0.82666665,49,29,46,0.875,0.7631579,0.8214286
m12,100,4,650,6,3,25,48.333332,2516.4,5,0.82666665,49,29,46,0.875,0.7631579,0.8214286
m12,100,4,660,6,3,25,48.666668,1233.2,4,0.82666665,49,29,46,0.875,0.7631579,0.8214286
m12,100,4,670,5,3,30,49,1388.5,3,0.82666665,49,29,46,0.875,0.7631579,0.8214286
m12,100,4,680,5,4,30,37,1265.5,2,0.8333333,49,30,46,0.875,0.7894737,0.8214286
m12,100,4,690,4,4,37.5,37.5,2781.6667,0,0.8333333,49,30,46,0.875,0.7894737,0.8214286
m12,100,4,700,5,4,30,37.25,2474.5,1,0.8333333,49,30,46,0.875,0.7894737,0.8214286
m12,100,4,710,5,4,30,37.25,2481,1,0.84,49,31,46,0.875,0.81578946,0.8214286
m12,100,4,720,7,4,21.428572,36.75,1157.9524,3,0.84,49,31,46,0.875,0.81578946,0.8214286
m12,100,4,730,7,4,21.428572,36.75,1211.9523,3,0.8466667,49,31,47,0.875,0.81578946,0.83928573
m12,100,4,740,7,4,21.428572,36.5,1363.6189,4,0.8466667,49,31,47,0.875,0.81578946,0.83928573
m12,100,4,750,11,6,13.636364,23.833334,401.65457,7,0.85333335,50,31,47,0.89285713,0.81578946,0.83928573
m12,100,4,760,11,7,13.636364,20.571428,197.05457,6,0.85333335,50,31,47,0.89285713,0.81578946,0.83928573
m12,100,4,770,9,7,16.666666,21,281,3,0.85333335,50,31,47,0.89285713,0.81578946,0.83928573
m12,100,4,780,7,6,21.428572,24.833334,663.61896,1,0.8466667,50,30,47,0.89285713,0.7894737,0.83928573
m12,100,4,790,6,5,25,29.8,846,1,0.85333335,50,31,47,0.89285713,0.81578946,0.83928573
m12,100,4,800,5,4,30,37.25,1463.5,1,0.85333335,50,31,47,0.89285713,0.81578946,0.83928573
m12,100,4,810,8,6,18.75,24.666666,883.3571,2,0.8666667,50,31,49,0.89285713,0.81578946,0.875
m12,100,4,820,8,7,18.75,21.285715,882.2143,1,0.86,50,30,49,0.89285713,0.7894737,0.875
m12,100,4,830,6,4,25,37,1740.4,2,0.86,50,30,49,0.89285713,0.7894737,0.875
m12,100,4,840,7,6,21.428572,24.666666,506.61905,2,0.86,50,30,49,0.89285713,0.7894737,0.875
m12,100,4,850,4,4,37.5,37.5,3745.6667,0,0.86,50,30,49,0.89285713,0.7894737,0.875
m12,100,4,860,3,3,50,50,5947,0,0.86,50,30,49,0.89285713,0.7894737,0.875
