update algorithm,max distance,Trial Number, Time Step,  Total Num Clusters,  truely Num Clusters, Mean Cluster Size,  truely Mean cluster size, Cluster Size Std.Dev,  Unclustered boids, Mean Correct Belief (All) ,Correct Red Number,Correct Green Number,Correct Blue Number,Mean Correct Belief (All Red),  Mean Correct Belief (All Green),  Mean Correct Belief (All Blue)
m1,80,0,1750,8,6,18.75,24.333334,882.5,4,0.68666667,24,52,27,0.54545456,0.88135594,0.5744681
m1,80,0,1800,7,5,21.428572,29.4,618.95233,3,0.6933333,24,52,28,0.54545456,0.88135594,0.59574467
m1,80,0,1850,8,6,18.75,24.5,747.3571,3,0.6933333,24,52,28,0.54545456,0.88135594,0.59574467
m1,80,0,1900,9,6,16.666666,24.166666,444.5,5,0.6933333,24,52,28,0.54545456,0.88135594,0.59574467
m1,80,0,1950,10,6,15,24,547.7778,6,0.7,25,52,28,0.5681818,0.88135594,0.59574467
m1,80,0,2000,7,7,21.428572,21.428572,500.28574,0,0.70666665,25,53,28,0.5681818,0.89830506,0.59574467
m1,80,0,2050,9,7,16.666666,21.142857,419,2,0.7133333,26,53,28,0.59090906,0.89830506,0.59574467
m1,80,0,2100,12,5,12.5,28,422.45456,10,0.7133333,26,53,28,0.59090906,0.89830506,0.59574467
m1,80,0,2150,10,6,15,23.833334,244.44444,7,0.7133333,26,53,28,0.59090906,0.89830506,0.59574467
m1,80,0,2200,9,4,16.666666,36,980.25006,6,0.7266667,27,54,28,0.6136364,0.91525424,0.59574467
m1,80,0,2250,7,2,21.428572,71,1707.2858,8,0.7266667,27,54,28,0.6136364,0.91525424,0.59574467
m1,80,0,2300,5,2,30,72,3850.5,6,0.73333335,28,54,28,0.6363636,0.91525424,0.59574467
m1,80,0,2350,9,7,16.666666,21,527.75,3,0.7266667,27,54,28,0.6136364,0.91525424,0.59574467
m1,80,0,2400,9,4,16.666666,36,664.25,6,0.7266667,28,54,27,0.6363636,0.91525424,0.5744681
m1,80,0,2450,8,7,18.75,21.285715,141.07143,1,0.7266667,28,54,27,0.6363636,0.91525424,0.5744681
m1,80,0,2500,5,3,30,49.333332,2341,2,0.72,28,53,27,0.6363636,0.89830506,0.5744681
m1,80,0,2550,9,4,16.666666,35.75,795.00006,7,0.74,30,54,27,0.6818182,0.91525424,0.5744681
m1,80,0,2600,9,5,16.666666,29,746.7501,5,0.7266667,29,53,27,0.65909094,0.89830506,0.5744681
m1,80,0,2650,6,5,25,29.8,1662.8,1,0.7266667,29,53,27,0.65909094,0.89830506,0.5744681
m1,80,0,2700,5,4,30,37.25,3322,1,0.7133333,28,53,26,0.6363636,0.89830506,0.5531915
m1,80,0,2750,6,4,25,36.75,2552.8,3,0.7133333,28,53,26,0.6363636,0.89830506,0.5531915
m1,80,0,2800,10,7,15,20.857143,612.6667,4,0.7133333,28,53,26,0.6363636,0.89830506,0.5531915
m1,80,0,2850,8,7,18.75,21.285715,619.9286,1,0.72,28,53,27,0.6363636,0.89830506,0.5744681
m1,80,0,2900,10,7,15,20.857143,571.55554,4,0.7266667,29,53,27,0.65909094,0.89830506,0.5744681
m1,80,0,2950,15,7,10,20.142857,184.14285,9,0.7266667,28,53,28,0.6363636,0.89830506,0.59574467
m1,80,0,3000,7,5,21.428572,29.4,1207.2856,3,0.73333335,28,53,29,0.6363636,0.89830506,0.61702126
m1,80,0,3050,7,4,21.428572,36.75,1727.6188,3,0.7266667,27,53,29,0.6136364,0.89830506,0.61702126
m1,80,0,3100,5,4,30,37.25,2069,1,0.73333335,27,54,29,0.6136364,0.91525424,0.61702126
m1,80,0,3150,5,3,30,49.333332,2519,2,0.73333335,27,54,29,0.6136364,0.91525424,0.61702126
m1,80,0,3200,3,1,50,148,7203,2,0.74666667,28,54,30,0.6363636,0.91525424,0.63829786
m1,80,0,3250,8,5,18.75,28.8,661.0714,6,0.75333333,28,55,30,0.6363636,0.9322034,0.63829786
m1,80,0,3300,7,5,21.428572,29.4,780.95233,3,0.76666665,29,55,31,0.65909094,0.9322034,0.65957445
m1,80,0,3350,5,2,30,73,3921.5,4,0.76,29,55,30,0.65909094,0.9322034,0.63829786
m1,80,0,3400,5,4,30,37.25,1396,1,0.76,29,55,30,0.65909094,0.9322034,0.63829786
m1,80,0,3450,6,3,25,48.333332,2710,5,0.75333333,29,54,30,0.65909094,0.91525424,0.63829786
m1,80,0,3500,4,3,37.5,49.333332,4853.6665,2,0.74666667,28,54,30,0.6363636,0.91525424,0.63829786
m1,80,0,3550,6,5,25,29.6,1970,2,0.74,28,53,30,0.6363636,0.89830506,0.63829786
m1,80,0,3600,8,6,18.75,24.333334,901.0714,4,0.74666667,29,53,30,0.65909094,0.89830506,0.63829786
m1,80,0,3650,7,6,21.428572,24.833334,1073.9523,1,0.76,29,54,31,0.65909094,0.91525424,0.65957445
m1,80,0,3700,12,7,12.5,20.714285,461.54544,5,0.7733333,30,54,32,0.6818182,0.91525424,0.68085104
m1,80,0,3750,11,6,13.636364,24,494.85455,6,0.78,30,55,32,0.6818182,0.9322034,0.68085104
m1,80,0,3800,12,5,12.5,28,378.63635,10,0.78,30,55,32,0.6818182,0.9322034,0.68085104
m1,80,0,3850,4,1,37.5,146,5232.3335,4,0.78,30,55,32,0.6818182,0.9322034,0.68085104
m1,80,0,3900,7,2,21.428572,72,1993.9521,6,0.79333335,32,55,32,0.72727275,0.9322034,0.68085104
m1,80,0,3950,8,4,18.75,36.25,1268.5,5,0.78,31,55,31,0.70454544,0.9322034,0.65957445
m1,80,0,4000,6,3,25,48.666668,1169.2,4,0.78,31,55,31,0.70454544,0.9322034,0.65957445
m1,80,0,4050,5,3,30,49.333332,3208,2,0.79333335,31,56,32,0.70454544,0.9491525,0.68085104
m1,80,0,4100,6,3,25,49,2526.4,3,0.8,32,56,32,0.72727275,0.9491525,0.68085104
m1,80,0,4150,8,5,18.75,29.2,587.9286,4,0.8066667,32,56,33,0.72727275,0.9491525,0.70212764
m1,80,0,4200,8,2,18.75,71.5,2176.2144,7,0.81333333,33,56,33,0.75,0.9491525,0.70212764
m1,80,0,4250,8,2,18.75,70.5,2322.2144,9,0.8,32,55,33,0.72727275,0.9322034,0.70212764
m1,80,0,4300,7,6,21.428572,24.833334,1540.2856,1,0.8,32,55,33,0.72727275,0.9322034,0.70212764
m1,80,0,4350,7,6,21.428572,24.833334,226.2857,1,0.8,32,55,33,0.72727275,0.9322034,0.70212764
m1,80,0,4400,6,5,25,29.8,594.4,1,0.8066667,33,55,33,0.75,0.9322034,0.70212764
m1,80,0,4450,5,3,30,49,2018.5,3,0.81333333,34,55,33,0.77272725,0.9322034,0.70212764
m1,80,0,4500,9,7,16.666666,21.142857,181.25,2,0.82,35,55,33,0.79545456,0.9322034,0.70212764
m1,80,0,4550,9,6,16.666666,24.5,495,3,0.82,35,55,33,0.79545456,0.9322034,0.70212764
m1,80,0,4600,9,8,16.666666,18.625,361.75,1,0.82666665,36,55,33,0.8181818,0.9322034,0.70212764
m1,80,0,4650,9,8,16.666666,18.625,197.75,1,0.82666665,36,55,33,0.8181818,0.9322034,0.70212764
m1,80,0,4700,6,5,25,29.8,471.6,1,0.8333333,36,56,33,0.8181818,0.9491525,0.70212764
m1,80,0,4750,9,7,16.666666,21.142857,323.00003,2,0.8466667,38,55,34,0.8636364,0.9322034,0.7234042
m1,80,0,4800,10,5,15,29,482.8889,5,0.8466667,38,55,34,0.8636364,0.9322034,0.7234042
m1,80,0,4850,8,5,18.75,29.2,528.7857,4,0.8466667,38,55,34,0.8636364,0.9322034,0.7234042
m1,80,0,4900,5,4,30,37.25,1949,1,0.85333335,38,56,34,0.8636364,0.9491525,0.7234042
m1,80,0,4950,8,7,18.75,21.285715,281.92856,1,0.85333335,38,56,34,0.8636364,0.9491525,0.7234042
m1,80,0,5000,10,8,15,18.25,195.33333,4,0.86,38,57,34,0.8636364,0.9661017,0.7234042
m1,80,1,50,5,2,30,72,3582.5,6,0.58,44,35,8,0.7719298,0.6034483,0.22857143
m1,80,1,100,13,6,11.538462,23.666666,246.60254,8,0.5733333,42,34,10,0.7368421,0.5862069,0.2857143
m1,80,1,150,10,3,15,47.333332,1277.1111,8,0.58666664,45,34,9,0.7894737,0.5862069,0.25714287
m1,80,1,200,13,7,11.538462,20.285715,304.43588,8,0.58666664,43,35,10,0.75438595,0.6034483,0.2857143
m1,80,1,250,8,8,18.75,18.75,282.7857,0,0.62,45,37,11,0.7894737,0.63793105,0.31428573
m1,80,1,300,11,5,13.636364,28.2,668.45447,9,0.62,46,37,10,0.80701756,0.63793105,0.2857143
m1,80,1,350,8,4,18.75,36.25,1602.5,5,0.62,46,37,10,0.80701756,0.63793105,0.2857143
m1,80,1,400,8,5,18.75,29.2,809.9286,4,0.61333334,45,37,10,0.7894737,0.63793105,0.2857143
m1,80,1,450,5,4,30,37.25,1462.5,1,0.62666667,46,38,10,0.80701756,0.6551724,0.2857143
m1,80,1,500,4,3,37.5,49.666668,3588.3333,1,0.62666667,46,38,10,0.80701756,0.6551724,0.2857143
m1,80,1,550,10,6,15,24,267.33334,6,0.64,46,40,10,0.80701756,0.6896552,0.2857143
m1,80,1,600,10,6,15,24,414.66666,6,0.6333333,46,40,9,0.80701756,0.6896552,0.25714287
m1,80,1,650,9,6,16.666666,24.166666,545.5,5,0.64,46,40,10,0.80701756,0.6896552,0.2857143
m1,80,1,700,4,2,37.5,74,2640.3333,2,0.6333333,46,40,9,0.80701756,0.6896552,0.25714287
m1,80,1,750,4,2,37.5,73,2363,4,0.6533333,47,40,11,0.8245614,0.6896552,0.31428573
m1,80,1,800,9,6,16.666666,24,469.75003,6,0.66,47,41,11,0.8245614,0.70689654,0.31428573
m1,80,1,850,7,5,21.428572,29.6,2053.286,2,0.6666667,48,41,11,0.84210527,0.70689654,0.31428573
m1,80,1,900,8,5,18.75,29.2,1988.2142,4,0.6666667,48,41,11,0.84210527,0.70689654,0.31428573
m1,80,1,950,8,6,18.75,24.333334,749.9286,4,0.66,48,41,10,0.84210527,0.70689654,0.2857143
m1,80,1,1000,7,6,21.428572,24.666666,388.28568,2,0.66,48,41,10,0.84210527,0.70689654,0.2857143
m1,80,1,1050,7,4,21.428572,36.5,2255.619,4,0.66,47,43,9,0.8245614,0.7413793,0.25714287
m1,80,1,1100,8,7,18.75,21.285715,415.35715,1,0.6666667,47,43,10,0.8245614,0.7413793,0.2857143
m1,80,1,1150,10,6,15,24.333334,360.66666,4,0.6666667,46,44,10,0.80701756,0.7586207,0.2857143
m1,80,1,1200,9,5,16.666666,29,563.75,5,0.67333335,46,45,10,0.80701756,0.7758621,0.2857143
m1,80,1,1250,10,7,15,20.571428,300.8889,6,0.68666667,46,47,10,0.80701756,0.8103448,0.2857143
m1,80,1,1300,4,3,37.5,49.333332,2163,2,0.7,47,47,11,0.8245614,0.8103448,0.31428573
m1,80,1,1350,3,3,50,50,853,0,0.72,48,47,13,0.84210527,0.8103448,0.37142858
m1,80,1,1400,6,4,25,37,1306.8,2,0.7133333,48,46,13,0.84210527,0.79310346,0.37142858
m1,80,1,1450,5,4,30,37.25,2612,1,0.7,48,45,12,0.84210527,0.7758621,0.34285715
m1,80,1,1500,1,1,150,150,NaN,0,0.68666667,48,44,11,0.84210527,0.7586207,0.31428573
m1,80,1,1550,7,4,21.428572,36.5,1406.9523,4,0.6933333,47,45,12,0.8245614,0.7758621,0.34285715
m1,80,1,1600,13,8,11.538462,18.125,245.10255,5,0.7,47,46,12,0.8245614,0.79310346,0.34285715
m1,80,1,1650,8,5,18.75,29.2,917.3571,4,0.7,47,46,12,0.8245614,0.79310346,0.34285715
m1,80,1,1700,10,8,15,18.375,210.88889,3,0.70666665,47,47,12,0.8245614,0.8103448,0.34285715
m1,80,1,1750,9,7,16.666666,21,625.75006,3,0.70666665,47,47,12,0.8245614,0.8103448,0.34285715
m1,80,1,1800,8,8,18.75,18.75,566.7857,0,0.70666665,47,47,12,0.8245614,0.8103448,0.34285715
m1,80,1,1850,11,5,13.636364,28.4,854.6545,8,0.70666665,47,47,12,0.8245614,0.8103448,0.34285715
m1,80,1,1900,9,6,16.666666,24.333334,502.49997,4,0.70666665,47,47,12,0.8245614,0.8103448,0.34285715
m1,80,1,1950,6,4,25,37,882,2,0.7,47,47,11,0.8245614,0.8103448,0.31428573
m1,80,1,2000,5,4,30,37,1621.5,2,0.7,47,47,11,0.8245614,0.8103448,0.31428573
m1,80,1,2050,13,8,11.538462,17.625,196.26923,9,0.70666665,48,47,11,0.84210527,0.8103448,0.31428573
m1,80,1,2100,12,8,12.5,18.125,313.72726,5,0.7,48,47,10,0.84210527,0.8103448,0.2857143
m1,80,1,2150,11,8,13.636364,18.25,141.85454,4,0.7133333,48,47,12,0.84210527,0.8103448,0.34285715
m1,80,1,2200,12,8,12.5,18.25,223.36363,4,0.70666665,48,46,12,0.84210527,0.79310346,0.34285715
m1,80,1,2250,7,5,21.428572,29.6,846.6191,2,0.72,49,47,12,0.8596491,0.8103448,0.34285715
m1,80,1,2300,5,4,30,37,1517.5,2,0.72,49,47,12,0.8596491,0.8103448,0.34285715
m1,80,1,2350,6,4,25,36.75,2603.6,3,0.72,49,47,12,0.8596491,0.8103448,0.34285715
m1,80,1,2400,8,5,18.75,29.2,789.6429,4,0.72,49,47,12,0.8596491,0.8103448,0.34285715
m1,80,1,2450,9,5,16.666666,29.2,431.74997,4,0.72,49,47,12,0.8596491,0.8103448,0.34285715
m1,80,1,2500,6,4,25,36.75,661.6,3,0.72,50,47,11,0.877193,0.8103448,0.31428573
m1,80,1,2550,6,4,25,37,1103.6,2,0.72,50,47,11,0.877193,0.8103448,0.31428573
m1,80,1,2600,6,4,25,37,868,2,0.72,50,47,11,0.877193,0.8103448,0.31428573
m1,80,1,2650,8,6,18.75,24.666666,448.2143,2,0.72,50,47,11,0.877193,0.8103448,0.31428573
m1,80,1,2700,4,3,37.5,49.666668,4582.3335,1,0.7266667,50,48,11,0.877193,0.82758623,0.31428573
m1,80,1,2750,10,4,15,35.75,968.2222,7,0.72,50,48,10,0.877193,0.82758623,0.2857143
m1,80,1,2800,7,4,21.428572,36.75,1919.6188,3,0.72,50,48,10,0.877193,0.82758623,0.2857143
m1,80,1,2850,10,6,15,24.166666,782.2222,5,0.72,50,48,10,0.877193,0.82758623,0.2857143
m1,80,1,2900,12,8,12.5,18,680.0909,6,0.70666665,49,48,9,0.8596491,0.82758623,0.25714287
m1,80,1,2950,11,6,13.636364,24,658.2545,6,0.70666665,48,48,10,0.84210527,0.82758623,0.2857143
m1,80,1,3000,11,5,13.636364,28.4,762.05444,8,0.7133333,48,48,11,0.84210527,0.82758623,0.31428573
m1,80,1,3050,6,4,25,37,1702,2,0.70666665,47,48,11,0.8245614,0.82758623,0.31428573
m1,80,1,3100,10,6,15,24,274.44446,6,0.70666665,47,48,11,0.8245614,0.82758623,0.31428573
m1,80,1,3150,10,8,15,18.375,626.6667,3,0.70666665,48,47,11,0.84210527,0.8103448,0.31428573
m1,80,1,3200,11,6,13.636364,23.833334,449.6546,7,0.70666665,48,47,11,0.84210527,0.8103448,0.31428573
m1,80,1,3250,6,4,25,36.5,2853.6,4,0.72,48,48,12,0.84210527,0.82758623,0.34285715
m1,80,1,3300,7,5,21.428572,29.4,2296.9524,3,0.7266667,50,47,12,0.877193,0.8103448,0.34285715
m1,80,1,3350,3,1,50,147,7057,3,0.73333335,50,47,13,0.877193,0.8103448,0.37142858
m1,80,1,3400,6,3,25,48.666668,2860.4,4,0.73333335,49,48,13,0.8596491,0.82758623,0.37142858
m1,80,1,3450,9,3,16.666666,47.333332,988.2501,8,0.7266667,49,47,13,0.8596491,0.8103448,0.37142858
m1,80,1,3500,8,5,18.75,29.4,1305.9286,3,0.7266667,49,47,13,0.8596491,0.8103448,0.37142858
m1,80,1,3550,8,5,18.75,29.4,359.07144,3,0.73333335,49,48,13,0.8596491,0.82758623,0.37142858
m1,80,1,3600,5,4,30,37.25,583,1,0.73333335,48,48,14,0.84210527,0.82758623,0.4
m1,80,1,3650,9,6,16.666666,24.5,951.00006,3,0.73333335,48,48,14,0.84210527,0.82758623,0.4
m1,80,1,3700,14,7,10.714286,20.428572,357.912,7,0.7266667,48,48,13,0.84210527,0.82758623,0.37142858
m1,80,1,3750,12,8,12.5,18.25,405.9091,4,0.7266667,48,48,13,0.84210527,0.82758623,0.37142858
m1,80,1,3800,8,4,18.75,36,854.7857,6,0.72,48,48,12,0.84210527,0.82758623,0.34285715
m1,80,1,3850,7,5,21.428572,29.4,427.61905,3,0.7133333,47,48,12,0.8245614,0.82758623,0.34285715
m1,80,1,3900,5,4,30,37.25,1848.5,1,0.70666665,46,48,12,0.80701756,0.82758623,0.34285715
m1,80,1,3950,3,3,50,50,3924,0,0.7133333,46,48,13,0.80701756,0.82758623,0.37142858
m1,80,1,4000,9,8,16.666666,18.5,560.00006,2,0.72,47,48,13,0.8245614,0.82758623,0.37142858
m1,80,1,4050,6,6,25,25,1197.2,0,0.7133333,48,46,13,0.84210527,0.79310346,0.37142858
m1,80,1,4100,6,6,25,25,1203.6,0,0.7133333,48,45,14,0.84210527,0.7758621,0.4
m1,80,1,4150,9,6,16.666666,24.166666,856.0001,5,0.70666665,48,45,13,0.84210527,0.7758621,0.37142858
m1,80,1,4200,3,3,50,50,6211,0,0.72,48,46,14,0.84210527,0.79310346,0.4
m1,80,1,4250,5,4,30,37.25,1817,1,0.72,48,46,14,0.84210527,0.79310346,0.4
m1,80,1,4300,5,3,30,49.333332,1659,2,0.72,48,46,14,0.84210527,0.79310346,0.4
m1,80,1,4350,6,5,25,29.6,2000,2,0.72,48,46,14,0.84210527,0.79310346,0.4
m1,80,1,4400,6,6,25,25,638.4,0,0.72,48,46,14,0.84210527,0.79310346,0.4
m1,80,1,4450,8,7,18.75,21.285715,265.64285,1,0.72,48,46,14,0.84210527,0.79310346,0.4
m1,80,1,4500,4,3,37.5,49.333332,3896.3333,2,0.72,48,46,14,0.84210527,0.79310346,0.4
m1,80,1,4550,8,4,18.75,36.25,1183.0714,5,0.72,47,47,14,0.8245614,0.8103448,0.4
m1,80,1,4600,8,6,18.75,24.5,227.92857,3,0.73333335,47,50,13,0.8245614,0.86206895,0.37142858
m1,80,1,4650,11,8,13.636364,18.25,285.25458,4,0.74,48,50,13,0.84210527,0.86206895,0.37142858
m1,80,1,4700,9,4,16.666666,35.5,865.5001,8,0.74,48,50,13,0.84210527,0.86206895,0.37142858
m1,80,1,4750,6,4,25,36.75,2414,3,0.73333335,48,51,11,0.84210527,0.87931037,0.31428573
m1,80,1,4800,4,2,37.5,73.5,4856.3335,3,0.74666667,47,53,12,0.8245614,0.9137931,0.34285715
m1,80,1,4850,11,7,13.636364,20.714285,444.65454,5,0.74666667,46,53,13,0.80701756,0.9137931,0.37142858
m1,80,1,4900,9,5,16.666666,29,721.2501,5,0.74666667,46,53,13,0.80701756,0.9137931,0.37142858
m1,80,1,4950,12,8,12.5,18.125,368.45456,5,0.75333333,46,53,14,0.80701756,0.9137931,0.4
m1,80,1,5000,9,6,16.666666,24.166666,501.50003,5,0.74666667,46,53,13,0.80701756,0.9137931,0.37142858
m1,80,2,50,3,3,50,50,1453,0,0.58,43,17,27,0.76785713,0.38636363,0.54
m1,80,2,100,3,2,50,74.5,6913,1,0.58666664,43,18,27,0.76785713,0.4090909,0.54
m1,80,2,150,6,2,25,73,2266,4,0.6,43,21,26,0.76785713,0.47727272,0.52
m1,80,2,200,10,6,15,24.333334,291.1111,4,0.61333334,43,21,28,0.76785713,0.47727272,0.56
m1,80,2,250,3,3,50,50,3549,0,0.61333334,42,21,29,0.75,0.47727272,0.58
m1,80,2,300,5,4,30,37.25,1777,1,0.62,42,21,30,0.75,0.47727272,0.6
m1,80,2,350,4,3,37.5,49.333332,3895,2,0.62,42,21,30,0.75,0.47727272,0.6
m1,80,2,400,5,4,30,37,717.5,2,0.64,42,22,32,0.75,0.5,0.64
m1,80,2,450,4,3,37.5,49.333332,3059.6667,2,0.64666665,43,22,32,0.76785713,0.5,0.64
m1,80,2,500,4,4,37.5,37.5,2553.6667,0,0.64666665,44,21,32,0.78571427,0.47727272,0.64
m1,80,2,550,8,6,18.75,24.5,1056.7858,3,0.6533333,43,22,33,0.76785713,0.5,0.66
m1,80,2,600,4,2,37.5,74,4176.3335,2,0.6533333,43,23,32,0.76785713,0.52272725,0.64
m1,80,2,650,9,7,16.666666,20.857143,468.50003,4,0.66,43,24,32,0.76785713,0.54545456,0.64
m1,80,2,700,12,8,12.5,18,211.90909,6,0.67333335,43,24,34,0.76785713,0.54545456,0.68
m1,80,2,750,12,9,12.5,16.222221,209.54546,4,0.68,43,24,35,0.76785713,0.54545456,0.7
m1,80,2,800,7,7,21.428572,21.428572,296.61902,0,0.68,42,24,36,0.75,0.54545456,0.72
m1,80,2,850,11,7,13.636364,20.714285,651.05457,5,0.68666667,42,24,37,0.75,0.54545456,0.74
m1,80,2,900,6,3,25,48.666668,1376.8,4,0.68666667,42,24,37,0.75,0.54545456,0.74
m1,80,2,950,12,9,12.5,16.333334,184.09091,3,0.68,41,24,37,0.73214287,0.54545456,0.74
m1,80,2,1000,6,4,25,36.75,1814,3,0.67333335,41,23,37,0.73214287,0.52272725,0.74
m1,80,2,1050,11,6,13.636364,24,286.85455,6,0.67333335,42,22,37,0.75,0.5,0.74
m1,80,2,1100,10,6,15,24,459.33334,6,0.6666667,42,23,35,0.75,0.52272725,0.7
m1,80,2,1150,5,2,30,72.5,3396.5,5,0.68666667,44,24,35,0.78571427,0.54545456,0.7
m1,80,2,1200,8,2,18.75,71.5,2105.9285,7,0.68666667,44,24,35,0.78571427,0.54545456,0.7
m1,80,2,1250,5,1,30,145,4133,5,0.6933333,44,24,36,0.78571427,0.54545456,0.72
m1,80,2,1300,4,3,37.5,49.666668,3981.6667,1,0.6933333,44,24,36,0.78571427,0.54545456,0.72
m1,80,2,1350,5,3,30,49,1898.5,3,0.68,44,23,35,0.78571427,0.52272725,0.7
m1,80,2,1400,7,5,21.428572,29.6,1627.6191,2,0.67333335,43,23,35,0.76785713,0.52272725,0.7
m1,80,2,1450,4,1,37.5,147,5329,3,0.68,44,23,35,0.78571427,0.52272725,0.7
m1,80,2,1500,6,2,25,73,3286.8,4,0.68,43,24,35,0.76785713,0.54545456,0.7
m1,80,2,1550,6,3,25,49,2863.6,3,0.68,43,24,35,0.76785713,0.54545456,0.7
m1,80,2,1600,7,3,21.428572,48.666668,2555.9521,4,0.67333335,44,22,35,0.78571427,0.5,0.7
m1,80,2,1650,5,2,30,73.5,3593,3,0.68,47,20,35,0.83928573,0.45454547,0.7
m1,80,2,1700,4,2,37.5,74,4339,2,0.68,47,20,35,0.83928573,0.45454547,0.7
m1,80,2,1750,3,2,50,74.5,3607,1,0.68666667,47,20,36,0.83928573,0.45454547,0.72
m1,80,2,1800,3,2,50,74.5,4557,1,0.68666667,48,19,36,0.85714287,0.4318182,0.72
m1,80,2,1850,8,6,18.75,24.666666,420.7857,2,0.7,48,20,37,0.85714287,0.45454547,0.74
m1,80,2,1900,7,3,21.428572,48.333332,1358.9523,5,0.72,48,23,37,0.85714287,0.52272725,0.74
m1,80,2,1950,11,8,13.636364,18.375,327.0546,3,0.73333335,48,25,37,0.85714287,0.5681818,0.74
m1,80,2,2000,9,5,16.666666,29,736.25006,5,0.7266667,48,25,36,0.85714287,0.5681818,0.72
m1,80,2,2050,5,2,30,73.5,2012,3,0.74,48,25,38,0.85714287,0.5681818,0.76
m1,80,2,2100,5,4,30,37.25,897,1,0.74666667,49,25,38,0.875,0.5681818,0.76
m1,80,2,2150,7,6,21.428572,24.666666,515.2857,2,0.75333333,49,25,39,0.875,0.5681818,0.78
m1,80,2,2200,4,3,37.5,49.333332,4670.3335,2,0.74,49,23,39,0.875,0.52272725,0.78
m1,80,2,2250,5,4,30,37.25,2363.5,1,0.7266667,49,22,38,0.875,0.5,0.76
m1,80,2,2300,6,3,25,48.666668,1574,4,0.7266667,48,23,38,0.85714287,0.52272725,0.76
m1,80,2,2350,6,5,25,29.6,2135.6,2,0.7266667,48,23,38,0.85714287,0.52272725,0.76
m1,80,2,2400,9,7,16.666666,21.142857,1094.25,2,0.7266667,48,23,38,0.85714287,0.52272725,0.76
m1,80,2,2450,12,8,12.5,18.125,132.81818,5,0.7133333,48,23,36,0.85714287,0.52272725,0.72
m1,80,2,2500,6,4,25,36.5,1023.6,4,0.7,47,22,36,0.83928573,0.5,0.72
m1,80,2,2550,4,3,37.5,49.333332,1441.6666,2,0.7,47,23,35,0.83928573,0.52272725,0.7
m1,80,2,2600,6,5,25,29.8,1067.6,1,0.7,47,23,35,0.83928573,0.52272725,0.7
m1,80,2,2650,8,5,18.75,29,758.2143,5,0.7,46,24,35,0.8214286,0.54545456,0.7
m1,80,2,2700,7,5,21.428572,29.6,1491.9523,2,0.7,46,24,35,0.8214286,0.54545456,0.7
m1,80,2,2750,7,6,21.428572,24.833334,1251.619,1,0.70666665,46,25,35,0.8214286,0.5681818,0.7
m1,80,2,2800,3,1,50,148,7203,2,0.7133333,47,25,35,0.83928573,0.5681818,0.7
m1,80,2,2850,7,4,21.428572,36.75,1727.9521,3,0.7133333,47,25,35,0.83928573,0.5681818,0.7
m1,80,2,2900,3,2,50,74.5,2221,1,0.72,47,26,35,0.83928573,0.59090906,0.7
m1,80,2,2950,7,4,21.428572,36.5,781.9524,4,0.74,48,25,38,0.85714287,0.5681818,0.76
m1,80,2,3000,8,4,18.75,36.5,712.2143,4,0.74666667,48,25,39,0.85714287,0.5681818,0.78
m1,80,2,3050,8,4,18.75,36.25,654.2143,5,0.74,47,25,39,0.83928573,0.5681818,0.78
m1,80,2,3100,9,4,16.666666,35.75,670.75006,7,0.74,46,26,39,0.8214286,0.59090906,0.78
m1,80,2,3150,7,7,21.428572,21.428572,175.2857,0,0.70666665,46,24,36,0.8214286,0.54545456,0.72
m1,80,2,3200,9,8,16.666666,18.625,267.75003,1,0.6933333,48,22,34,0.85714287,0.5,0.68
m1,80,2,3250,9,5,16.666666,29,433.74997,5,0.68666667,48,22,33,0.85714287,0.5,0.66
m1,80,2,3300,4,3,37.5,49.333332,3678.3333,2,0.7,48,23,34,0.85714287,0.52272725,0.68
m1,80,2,3350,5,3,30,49.333332,2598,2,0.70666665,47,24,35,0.83928573,0.54545456,0.7
m1,80,2,3400,7,2,21.428572,71.5,2160.2856,7,0.6933333,47,23,34,0.83928573,0.52272725,0.68
m1,80,2,3450,4,2,37.5,74,3649,2,0.68666667,47,23,33,0.83928573,0.52272725,0.66
m1,80,2,3500,6,4,25,37,1588.4,2,0.6933333,48,23,33,0.85714287,0.52272725,0.66
m1,80,2,3550,4,4,37.5,37.5,4401,0,0.6933333,48,22,34,0.85714287,0.5,0.68
m1,80,2,3600,5,4,30,37.25,3383.5,1,0.7,48,23,34,0.85714287,0.52272725,0.68
m1,80,2,3650,9,7,16.666666,21,354.24997,3,0.68,46,22,34,0.8214286,0.5,0.68
m1,80,2,3700,12,8,12.5,18,357.18182,6,0.7133333,47,24,36,0.83928573,0.54545456,0.72
m1,80,2,3750,6,5,25,29.6,2268,2,0.7,47,23,35,0.83928573,0.52272725,0.7
m1,80,2,3800,2,2,75,75,8978,0,0.72,48,24,36,0.85714287,0.54545456,0.72
m1,80,2,3850,6,3,25,48.666668,2468,4,0.72,50,24,34,0.89285713,0.54545456,0.68
m1,80,2,3900,8,3,18.75,47.666668,1599.9286,7,0.72,49,24,35,0.875,0.54545456,0.7
m1,80,2,3950,8,6,18.75,24.5,1087.3572,3,0.7266667,49,24,36,0.875,0.54545456,0.72
m1,80,2,4000,9,4,16.666666,35.75,1094.2501,7,0.7,48,21,36,0.85714287,0.47727272,0.72
m1,80,2,4050,10,7,15,20.714285,262.66666,5,0.7,48,20,37,0.85714287,0.45454547,0.74
